Lemme,POS,frequence
abonder,VERB,4
composition,NOUN,4
Valérie,PROPN,4
Jacqueline,PROPN,4
Gourault,PROPN,4
tomber,ADJ,4
metton,NOUN,4
adulte,ADJ,4
illustration,NOUN,4
transférer,VERB,4
ingénierie,NOUN,4
déconcentrer,VERB,4
enrichir,NOUN,4
Écoutez,PROPN,4
Cédric,PROPN,4
o,NOUN,4
re-bonjour,NOUN,4
paiement,NOUN,4
matignon,NOUN,4
vou,NOUN,4
Roland,PROPN,4
Griset,PROPN,4
Bertrand,PROPN,4
répondez,NOUN,4
charte,NOUN,4
signataire,NOUN,4
innover,VERB,4
véhiculer,VERB,4
célibataire,ADJ,4
PLFSS,PROPN,4
donnant,NOUN,4
mensuel,ADJ,4
Maghreb,PROPN,4
Jean-Yves,PROPN,4
espère,NOUN,4
évêque,NOUN,4
substitution,NOUN,4
inondation,NOUN,4
sapeur,NOUN,4
réorganiser,VERB,4
pilonnage,NOUN,4
mériter,VERB,4
matériel,ADJ,4
stigmatiser,VERB,4
congrès,NOUN,4
protégé,NOUN,4
rend,ADJ,4
repos,NOUN,4
instruire,VERB,4
val,NOUN,4
envoi,NOUN,4
incarnation,NOUN,4
investir,NOUN,4
sincérité,NOUN,4
excessif,ADJ,4
ramener,VERB,4
saisine,NOUN,4
respectueux,ADJ,4
patronal,ADJ,4
Alison,PROPN,4
Ursula,PROPN,4
Leyen,PROPN,4
yannick,NOUN,4
copie,NOUN,4
enrayer,VERB,4
immense,ADJ,4
décolonisation,NOUN,4
implication,NOUN,4
convocation,NOUN,4
méthodologie,NOUN,4
mêler,VERB,4
numériser,VERB,4
donnon,NOUN,4
Gouvernement,PROPN,4
quantique,ADJ,4
métier,ADJ,4
raffinerie,NOUN,4
oqtf,NOUN,4
délibérer,VERB,4
négocier,VERB,4
tranquille,NOUN,4
dense,ADJ,4
préambule,NOUN,4
tentation,NOUN,4
Christophe,PROPN,4
Béchu,PROPN,4
exporter,VERB,4
perdurer,VERB,4
inquiet,VERB,4
comparution,NOUN,4
compatible,ADJ,4
marine,NOUN,4
bureau,NOUN,4
figure,NOUN,4
comprend,NOUN,4
préalable,ADJ,4
mont,ADJ,4
littoral,NOUN,4
façade,NOUN,4
coopérer,VERB,4
barrière,NOUN,4
abattoir,NOUN,4
connaître,PROPN,4
infecter,VERB,4
faiblesse,NOUN,4
convaincr,ADJ,4
impératif,NOUN,4
mi-juin,NOUN,4
dédoublement,NOUN,4
traçage,NOUN,4
salon,NOUN,4
obsèque,NOUN,4
barbarie,NOUN,4
archive,NOUN,4
interdir,ADJ,4
Astruc,PROPN,4
honoré,ADJ,4
ibérique,ADJ,4
moi,VERB,4
Colonna,PROPN,4
j.o,NOUN,4
enchaîner,VERB,4
pas,NOUN,4
pharmaceutique,ADJ,4
couvre,NOUN,4
Suisse,PROPN,4
alternative,NOUN,4
incomber,VERB,4
civisme,NOUN,4
apprêter,VERB,4
organisateur,NOUN,4
formidable,NOUN,4
spatial,ADJ,4
verdissement,NOUN,4
classification,NOUN,4
prenon,NOUN,4
injuste,ADJ,4
île-de-france,NOUN,4
déception,NOUN,4
Algérie,PROPN,4
aléatoire,ADJ,4
préalable,NOUN,4
Niger,PROPN,4
Sociales,PROPN,4
illégal,ADJ,4
maître,NOUN,4
concession,NOUN,4
destruction,NOUN,4
résister,VERB,4
croiser,VERB,4
bas-carbone,NOUN,4
occidental,ADJ,4
intermédiaire,ADJ,4
monte,NOUN,4
-merci,ADJ,4
libyen,ADJ,4
volontaire,ADJ,4
roissy,NOUN,4
saoudite,ADJ,4
Sahel,PROPN,4
antisémitisme,NOUN,4
infernal,VERB,4
éprouver,VERB,4
organe,NOUN,4
lieu,PROPN,4
camping,NOUN,4
dictature,NOUN,4
différer,VERB,4
harki,NOUN,4
Pétronin,PROPN,4
réflexe,NOUN,4
lanceur,NOUN,4
praticien,NOUN,4
gratuit,VERB,3
plastique,ADJ,3
insupportable,ADJ,3
vif,NOUN,3
prudent,NOUN,3
rassurant,ADJ,3
vraisemblance,NOUN,3
observon,NOUN,3
devant,NOUN,3
Gérard,PROPN,3
chu,NOUN,3
honteux,ADJ,3
inadmissible,ADJ,3
rempart,NOUN,3
contenu,ADJ,3
redouter,VERB,3
radical,ADJ,3
manifestant,NOUN,3
donnant,ADJ,3
PACTE,PROPN,3
gâche,VERB,3
vacciner,ADJ,3
Rose,PROPN,3
anti-va,NOUN,3
fuir,VERB,3
dessin,NOUN,3
répandre,VERB,3
antigénique,NOUN,3
corréler,VERB,3
référer,VERB,3
quitte,NOUN,3
obstruction,NOUN,3
coalition,NOUN,3
LR,PROPN,3
carbone,VERB,3
alimentaire,NOUN,3
flambeau,NOUN,3
luxe,NOUN,3
commentateur,NOUN,3
car,NOUN,3
bienvenue,NOUN,3
producteur,NOUN,3
bouche,NOUN,3
bonne,NOUN,3
redistribuer,VERB,3
carburer,VERB,3
modeste,NOUN,3
arnaque,NOUN,3
prisonnier,ADJ,3
résiliation,NOUN,3
contribuable,NOUN,3
prier,VERB,3
gagnant,NOUN,3
égal,ADJ,3
grille,NOUN,3
approvisionner,VERB,3
azimut,NOUN,3
remplissage,NOUN,3
Havre,PROPN,3
économiser,VERB,3
quitte,VERB,3
apl,NOUN,3
2023,NOUN,3
audiovisuel,VERB,3
coûte,NOUN,3
superprofit,NOUN,3
privé,ADJ,3
nécessaire,NOUN,3
dollar,NOUN,3
affectation,NOUN,3
émaner,VERB,3
chauffer,VERB,3
balle,NOUN,3
permettent,NOUN,3
battr,ADJ,3
ticket,NOUN,3
démission,NOUN,3
tourne,VERB,3
crucial,ADJ,3
globalité,NOUN,3
janvier,ADJ,3
arn,NOUN,3
inversemer,VERB,3
pourron,NOUN,3
soyon,NOUN,3
renforcée,NOUN,3
détaillé,ADJ,3
enrichir,ADJ,3
résistant,ADJ,3
directif,ADJ,3
conjointemer,VERB,3
APB,PROPN,3
engendrer,VERB,3
supérieur,NOUN,3
briser,VERB,3
attirer,VERB,3
préparatoire,ADJ,3
inaugurer,VERB,3
émergence,NOUN,3
chercheur,ADJ,3
consultatif,ADJ,3
libéral,NOUN,3
masseur,NOUN,3
kinésithérapeute,ADJ,3
dénonce,NOUN,3
convivialité,NOUN,3
pot,NOUN,3
frontièr,ADJ,3
fatiguer,VERB,3
plat,NOUN,3
taxi,NOUN,3
blesser,VERB,3
état,VERB,3
syrie,NOUN,3
minimiser,VERB,3
commenter,NOUN,3
Florence,PROPN,3
réciprocité,NOUN,3
préempter,VERB,3
planer,VERB,3
associatif,ADJ,3
prestataire,NOUN,3
agréer,VERB,3
pool,NOUN,3
touriste,NOUN,3
réservation,NOUN,3
faut,NOUN,3
intermédiation,NOUN,3
justifient,NOUN,3
mauvais,NOUN,3
exploiter,VERB,3
compréhensible,ADJ,3
Imaginez,PROPN,3
étai,ADJ,3
sociale,NOUN,3
intégrant,ADJ,3
avai,NOUN,3
attentif,NOUN,3
Hubert,PROPN,3
Germain,PROPN,3
disparition,NOUN,3
maréchal,NOUN,3
frère,NOUN,3
Adrien,PROPN,3
disparaître,VERB,3
finie,NOUN,3
éternel,ADJ,3
ravir,VERB,3
reflux,NOUN,3
Journée,PROPN,3
vieilless,ADJ,3
apprenante,ADJ,3
couronne,NOUN,3
automatiser,VERB,3
thermomètre,NOUN,3
agi,NOUN,3
ciblée,NOUN,3
pauvreté,PROPN,3
transporteur,NOUN,3
créateur,NOUN,3
OGM,PROPN,3
obstacle,NOUN,3
percuter,VERB,3
légitimer,VERB,3
inflexible,ADJ,3
intransigeant,NOUN,3
trembl,ADJ,3
chiffre,ADJ,3
pointe,NOUN,3
disiez,NOUN,3
statistique,NOUN,3
brexit,NOUN,3
rendez,NOUN,3
actionner,VERB,3
pire,NOUN,3
assimiler,VERB,3
convaincre,ADJ,3
arranger,VERB,3
voyon,NOUN,3
panneau,NOUN,3
renouvelable,NOUN,3
récolt,ADJ,3
aide,VERB,3
croître,NOUN,3
AP,PROPN,3
paramédicau,NOUN,3
numeru,ADJ,3
Concrètement,PROPN,3
égard,VERB,3
bascule,VERB,3
douze,NOUN,3
mortier,NOUN,3
persécuter,VERB,3
suivie,NOUN,3
perturbé,NOUN,3
fusion,NOUN,3
49.3,PROPN,3
marquant,ADJ,3
antenne,NOUN,3
secouer,VERB,3
systémique,ADJ,3
art,PROPN,3
simpliste,ADJ,3
suspicion,NOUN,3
balayer,VERB,3
privilège,NOUN,3
bonheur,NOUN,3
-là,PROPN,3
adaptée,NOUN,3
Caroline,PROPN,3
Carlyle,PROPN,3
personnelle,NOUN,3
blous,ADJ,3
pur,NOUN,3
rectificatif,NOUN,3
unanimité,NOUN,3
conjoint,ADJ,3
décarbonation,NOUN,3
polluer,VERB,3
ciblé,ADJ,3
vélo,ADJ,3
comptable,ADJ,3
minier,ADJ,3
flotte,NOUN,3
multiple,ADJ,3
embarcation,NOUN,3
coin,NOUN,3
idéologique,ADJ,3
vertu,NOUN,3
jurisprudence,NOUN,3
Rome,PROPN,3
secourir,VERB,3
accueille,NOUN,3
contourner,VERB,3
agressif,ADJ,3
détériorer,VERB,3
supplanter,VERB,3
agglomération,NOUN,3
gâcher,VERB,3
entérine,NOUN,3
Valenciennes,PROPN,3
santé,ADJ,3
diagnostic,NOUN,3
prémices,NOUN,3
Assurance,PROPN,3
livreur,NOUN,3
éloquence,NOUN,3
refléter,VERB,3
participe,NOUN,3
cluzel,NOUN,3
Semaine,PROPN,3
arthur,ADJ,3
proroger,VERB,3
signer,ADJ,3
psychique,ADJ,3
insérer,VERB,3
autisme,NOUN,3
nul,NOUN,3
témoignage,NOUN,3
ordinaire,ADJ,3
lycer,VERB,3
Instagram,PROPN,3
découler,VERB,3
problématique,ADJ,3
alentours,NOUN,3
vincent,NOUN,3
ciel,NOUN,3
regardon,NOUN,3
généraliser,ADJ,3
CAF,PROPN,3
dree,NOUN,3
infernal,ADJ,3
muraill,ADJ,3
distanciation,NOUN,3
intensification,NOUN,3
franchissement,NOUN,3
relâchement,NOUN,3
invité,NOUN,3
hâte,NOUN,3
rencontre,VERB,3
régresser,VERB,3
filer,VERB,3
confiant,NOUN,3
respiratoire,ADJ,3
dérembourser,VERB,3
Télévision,PROPN,3
sixième,NOUN,3
sous-utiliser,VERB,3
antiviral,ADJ,3
remobilisation,NOUN,3
fédéral,ADJ,3
Lula,PROPN,3
circulaire,ADJ,3
est-on,NOUN,3
dérailler,VERB,3
pédiatrie,NOUN,3
décrochage,NOUN,3
fondamentau,NOUN,3
souffrance,NOUN,3
éprouvant,ADJ,3
préconisation,NOUN,3
fur,NOUN,3
évocation,NOUN,3
stock,PROPN,3
bracelet,NOUN,3
gagner,ADJ,3
outrage,NOUN,3
enquêteur,NOUN,3
agresseur,NOUN,3
punir,ADJ,3
saisie,NOUN,3
cocaïne,NOUN,3
doublé,NOUN,3
capteur,NOUN,3
immiscer,VERB,3
adn,NOUN,3
vaccinal,VERB,3
réglementation,NOUN,3
tire,VERB,3
fébrilité,NOUN,3
pack,NOUN,3
Orange,PROPN,3
Stéphane,PROPN,3
déstabilisation,NOUN,3
détriment,NOUN,3
emblématique,ADJ,3
Pierre,PROPN,3
atteste,NOUN,3
arc,NOUN,3
censurer,VERB,3
parité,NOUN,3
corriger,VERB,3
rebours,NOUN,3
Auvergne,PROPN,3
positionnement,NOUN,3
aveu,NOUN,3
étau,PROPN,3
Ile-de-France,PROPN,3
Belfort,PROPN,3
Nièvre,PROPN,3
faill,ADJ,3
sacrifice,NOUN,3
récolte,NOUN,3
ardèche,NOUN,3
cassation,NOUN,3
artisan,NOUN,3
juré,NOUN,3
fonctionnent,ADJ,3
termine,NOUN,3
verbal,ADJ,3
pire,ADJ,3
intéressé,NOUN,3
contradictoire,NOUN,3
tort,NOUN,3
objectif,ADJ,3
rentabilité,NOUN,3
Comprenez,PROPN,3
revers,NOUN,3
Floyd,PROPN,3
précipitation,NOUN,3
Janssen,PROPN,3
Danemark,PROPN,3
indésirable,ADJ,3
conclusif,ADJ,3
sportif,NOUN,3
primaire,NOUN,3
synthèse,NOUN,3
recouper,VERB,3
dominant,ADJ,3
prévaloir,VERB,3
symbolique,ADJ,3
engagé,ADJ,3
-moi,ADJ,3
algérien,ADJ,3
température,NOUN,3
soif,NOUN,3
porteur,ADJ,3
insuffisance,NOUN,3
feux,ADJ,3
Gironde,PROPN,3
humanité,PROPN,3
Croix,PROPN,3
Jean-Marc,PROPN,3
sectoriel,ADJ,3
énumérer,VERB,3
emmener,VERB,3
colonie,NOUN,3
tirez,NOUN,3
réfléchir,NOUN,3
ça,ADJ,3
Braun,PROPN,3
don,NOUN,3
injure,NOUN,3
capital,NOUN,3
implanter,VERB,3
envoler,VERB,3
lallement,ADJ,3
défaillance,NOUN,3
configuration,NOUN,3
indépender,VERB,3
russe,VERB,3
atrocité,NOUN,3
disponibilité,NOUN,3
reconstituer,VERB,3
délivrer,VERB,3
Hayange,PROPN,3
méthode,VERB,3
excellent,NOUN,3
résultat,ADJ,3
fake,NOUN,3
tromper,VERB,3
captation,NOUN,3
monument,NOUN,3
cathédrale,NOUN,3
Maurice,PROPN,3
allié,NOUN,3
biogaz,NOUN,3
illustre,ADJ,3
youtubeur,NOUN,3
certifier,VERB,3
supplémentaire,NOUN,3
pourcentage,NOUN,3
Fisher,PROPN,3
malien,ADJ,3
gravissime,ADJ,3
frontalier,NOUN,3
résolu,ADJ,3
comprendrez,NOUN,3
aisémer,VERB,3
perception,NOUN,3
GIEC,PROPN,3
redevable,NOUN,3
immobilier,ADJ,3
déclenchement,NOUN,3
afflux,NOUN,3
Ndiaye,PROPN,3
baccalauréat,NOUN,3
mathématique,NOUN,3
délicat,NOUN,3
synthétique,ADJ,3
Éducation,PROPN,3
islamique,ADJ,3
comptez,NOUN,3
matérialiser,VERB,3
vôtre,NOUN,3
restitution,NOUN,3
Moldavie,PROPN,3
regret,NOUN,3
troupe,NOUN,3
flou,NOUN,3
bénévole,ADJ,3
ferai,NOUN,3
coulisse,NOUN,3
portefeuille,PROPN,3
rien,NOUN,3
lâcher,VERB,3
complaisance,NOUN,3
délation,NOUN,3
vivable,ADJ,3
piéger,VERB,3
piratage,NOUN,3
pencher,ADJ,3
fluvial,ADJ,3
navigable,ADJ,3
audit,NOUN,3
tenable,ADJ,3
Spoutnik,PROPN,3
Thierry,PROPN,3
flaconnage,NOUN,3
férié,ADJ,3
midi,ADJ,3
fasse,NOUN,3
décupler,VERB,3
Télé,PROPN,3
banc,NOUN,3
trancher,ADJ,3
Quotidien,PROPN,3
énormément,NOUN,3
raquette,NOUN,3
triste,ADJ,3
moins,NOUN,3
asseoir,VERB,3
reine,NOUN,3
rayon,NOUN,3
indexer,VERB,3
pluriannuel,ADJ,3
exigeant,ADJ,3
routier,NOUN,3
Sehla,PROPN,3
Bougriou,PROPN,3
convaincre,NOUN,3
gêner,VERB,3
verrou,NOUN,3
RN,PROPN,3
écoute,VERB,3
vitalité,NOUN,3
éluder,VERB,3
fera,ADJ,3
soupçonner,VERB,3
Parquet,PROPN,3
creux,NOUN,3
Saint-Louis,PROPN,3
homogène,NOUN,3
délai,ADJ,3
territoire,VERB,3
résigner,VERB,3
fondateur,ADJ,3
musulman,NOUN,3
miroir,VERB,3
hybride,NOUN,3
sous-entendre,VERB,3
Lattier,PROPN,3
espacer,VERB,3
résurgence,NOUN,3
Daesh,PROPN,3
rater,VERB,3
religieux,VERB,3
montr,ADJ,3
difficulté,PROPN,3
journaliste,ADJ,3
mélanger,VERB,3
ravage,NOUN,3
oserai,ADJ,3
jargon,NOUN,3
mentir,VERB,3
ressembler,VERB,3
arbitrer,VERB,3
Marc,PROPN,3
Fesneau,PROPN,3
brigitte,NOUN,3
Pacte,PROPN,3
questionnement,NOUN,3
fine,NOUN,3
présumer,VERB,3
Normandie,PROPN,3
-là,ADJ,3
hérésie,NOUN,3
odieux,ADJ,3
Monfermé,PROPN,3
prennent,NOUN,3
observatoire,NOUN,3
utilisateur,NOUN,3
délibération,NOUN,3
SRU,PROPN,3
voilà,ADJ,3
paca,ADJ,3
affiche,NOUN,3
partisan,ADJ,3
écrite,NOUN,3
véran,NOUN,3
exact,VERB,3
pêcher,VERB,3
Jersey,PROPN,3
t,ADJ,3
Garros,PROPN,3
preneur,NOUN,3
départementale,NOUN,3
mineur,ADJ,3
vider,VERB,3
comptabiliser,VERB,3
artificiel,ADJ,3
Tours,PROPN,3
interpell,ADJ,3
conquête,VERB,3
défaillir,VERB,3
médico,NOUN,3
courbe,NOUN,3
spirale,NOUN,3
conservation,NOUN,3
Samy,PROPN,3
Clément,PROPN,3
abattement,NOUN,3
église,NOUN,3
Pardon,PROPN,3
utilisent,NOUN,3
facturer,VERB,3
sinistre,NOUN,3
plaie,NOUN,3
hémorragie,NOUN,3
semestre,NOUN,3
horaire,ADJ,3
personn,ADJ,3
national,NOUN,3
octroi,NOUN,3
rappelai,NOUN,3
augmenter,ADJ,3
fichier,VERB,3
écouter,ADJ,3
multiplier,NOUN,3
julie,NOUN,3
crier,ADJ,3
New,PROPN,3
amortissement,NOUN,3
territoire,ADJ,3
milliard,ADJ,3
effacer,VERB,3
ordinaire,NOUN,3
PLF,PROPN,3
commissaire,NOUN,3
souvenir,ADJ,3
exemption,NOUN,3
piscine,NOUN,3
Australie,PROPN,3
tabloïd,NOUN,3
instrumentaliser,VERB,3
nouveau,NOUN,3
Atlantiques,PROPN,3
intervenue,ADJ,3
rompre,VERB,3
solennel,ADJ,3
avancé,ADJ,3
post-Nouméa,PROPN,3
bel,NOUN,3
tombe,NOUN,3
Tjibaou,PROPN,3
advenir,VERB,3
refonder,VERB,3
procuration,NOUN,3
proclamer,VERB,3
Bernard,PROPN,3
revivre,NOUN,3
obtention,NOUN,3
Ecoutez,PROPN,3
ski,PROPN,3
cer,VERB,3
proportionnelle,NOUN,3
réserve,VERB,3
solliciter,ADJ,3
hoc,NOUN,3
exige,NOUN,3
chuter,VERB,3
Pardonnez,PROPN,3
dénaturer,VERB,3
RATP,PROPN,3
accumulation,NOUN,3
auditeur,NOUN,3
contrario,VERB,3
Turin,PROPN,3
boule,NOUN,3
militer,VERB,3
dissoudre,VERB,3
appellation,NOUN,3
isf,NOUN,3
héritage,NOUN,3
COR,PROPN,3
eh,VERB,3
célébration,NOUN,3
quantité,NOUN,3
nier,VERB,3
calme,NOUN,3
annuler,VERB,3
causer,VERB,3
modifier,ADJ,3
boutique,NOUN,3
déranger,VERB,3
endommager,VERB,3
partiellement,NOUN,3
écraser,VERB,3
exaspération,NOUN,3
démunir,VERB,3
Hérault,PROPN,3
inouï,ADJ,3
maintenon,NOUN,3
vulnérabilité,NOUN,3
populaire,NOUN,3
filet,NOUN,3
maltraitance,NOUN,3
abandon,NOUN,3
Maroc,PROPN,3
dévouement,NOUN,3
exhaustif,ADJ,3
promulgation,NOUN,3
efforcer,VERB,3
egalim,NOUN,3
partager,ADJ,3
préside,VERB,3
rude,ADJ,3
utilité,NOUN,3
Bon,PROPN,3
avant-hier,ADJ,3
déduire,VERB,3
déloyal,ADJ,3
manquement,NOUN,3
éclater,VERB,3
imminence,NOUN,3
Rambouillet,PROPN,3
cérémonie,NOUN,3
connexion,NOUN,3
éthique,ADJ,3
anonymat,NOUN,3
charger,ADJ,3
atténuer,VERB,3
fondamentale,NOUN,3
pardon,ADJ,3
étroite,NOUN,3
coupable,ADJ,3
immobile,ADJ,3
sous-variant,NOUN,3
tiendra,ADJ,3
fin,ADJ,3
photo,NOUN,3
Anthony,PROPN,3
Lebbos,PROPN,3
Bleu,PROPN,3
compassion,NOUN,3
dialoguer,VERB,3
dison,NOUN,3
blessé,NOUN,3
franco,VERB,3
totem,NOUN,3
Frédéric,PROPN,3
Leclerc,PROPN,3
CNSA,PROPN,3
ONF,PROPN,3
rer,NOUN,3
humour,NOUN,3
Cadot,PROPN,3
téléviser,VERB,3
Dunkerque,PROPN,3
scientifiquemer,VERB,3
Denormandie,PROPN,3
moral,ADJ,3
bio,NOUN,3
expliciter,VERB,3
om,NOUN,3
étroit,ADJ,3
islamo-gauchisme,NOUN,3
fulgurant,ADJ,3
réitérer,VERB,3
démocratiser,VERB,3
troisième,NOUN,3
scrupuleux,ADJ,3
gardien,NOUN,3
extraordinaire,NOUN,3
voyager,VERB,3
fils,NOUN,3
bonus,NOUN,3
portuaire,ADJ,3
allongement,NOUN,3
intrafamilial,ADJ,3
Gisèle,PROPN,3
panthéonisation,NOUN,3
offensive,NOUN,3
sécuriser,ADJ,3
Didier,PROPN,3
regagner,VERB,3
sérieuser,VERB,3
modulation,NOUN,3
formaliser,VERB,3
évolué,ADJ,3
Deal,PROPN,3
Saoudite,PROPN,3
iranien,ADJ,3
radical,NOUN,3
impos,ADJ,3
a.,PROPN,3
écologiste,NOUN,3
vu,NOUN,3
Mohamed,PROPN,3
responsabilisation,NOUN,3
successeur,NOUN,3
incitatif,ADJ,3
casquette,NOUN,3
cache,VERB,3
ressortir,VERB,3
Grèce,PROPN,3
pré-référendum,NOUN,3
escamoter,VERB,3
recherche,VERB,3
résignation,NOUN,3
psychose,NOUN,3
Edgard,PROPN,3
exprimer,ADJ,3
18h,NOUN,3
quasi,VERB,3
Momtaz,PROPN,3
Michelin,PROPN,3
-une,NOUN,3
blocus,NOUN,3
expirer,VERB,3
castex,ADJ,3
empreinte,NOUN,3
Parti,PROPN,3
mien,NOUN,3
incertitude,NOUN,3
rente,NOUN,3
vélo,NOUN,3
douanier,NOUN,3
brique,NOUN,3
téléconsultation,NOUN,3
ondam,NOUN,3
vieillir,VERB,3
médico-social,ADJ,3
éolien,ADJ,3
chiffrer,VERB,3
ménager,VERB,3
plénier,ADJ,3
régularisation,NOUN,3
nappe,NOUN,3
phréatique,ADJ,3
entraver,VERB,3
extra-européenne,NOUN,3
etats-unis,NOUN,3
expertise,ADJ,3
détruit,NOUN,3
réfection,NOUN,3
dangerosité,NOUN,3
lutte,VERB,3
Despré,PROPN,3
pente,NOUN,3
allumer,VERB,3
saoudien,ADJ,3
Khashoggi,PROPN,3
Interpol,PROPN,3
notice,NOUN,3
Benjamin,PROPN,3
otage,ADJ,3
antisémite,VERB,3
réplique,NOUN,3
israélo,ADJ,3
ame,NOUN,3
tunisie,NOUN,3
Tunisie,PROPN,3
répression,NOUN,3
légalité,NOUN,3
encourir,VERB,3
ambitieux,VERB,3
rehausser,VERB,3
lycé,ADJ,3
Navalny,PROPN,3
LOPMI,PROPN,3
pilotage,NOUN,3
Vladimir,PROPN,3
pessimisme,NOUN,3
astreindre,VERB,3
indigne,ADJ,3
volontarisme,NOUN,3
Saint-Gobain,PROPN,3
intéressement,NOUN,3
mobilisabler,VERB,3
ccif,NOUN,3
écrir,ADJ,3
Brut,PROPN,3
brèche,NOUN,3
chaise,NOUN,3
survivre,NOUN,3
écran,NOUN,3
j.o.,NOUN,3
contigu,VERB,3
thrombose,NOUN,3
poissy,NOUN,3
jouxter,VERB,3
orphelin,NOUN,3
vœux,ADJ,2
adresse,NOUN,2
aviser,VERB,2
défaitisme,NOUN,2
réussir,NOUN,2
emballage,NOUN,2
castration,NOUN,2
porcelet,NOUN,2
stratosphérique,ADJ,2
supersonique,ADJ,2
inversion,NOUN,2
poumon,NOUN,2
lourde,NOUN,2
engouffrer,VERB,2
empirer,VERB,2
activement,NOUN,2
réorganisation,NOUN,2
outre-mer,NOUN,2
replonger,VERB,2
propage,NOUN,2
rappel,ADJ,2
Al,PROPN,2
islam,NOUN,2
désolé,NOUN,2
presser,VERB,2
crédibilité,NOUN,2
unification,NOUN,2
numérisation,NOUN,2
irresponsable,NOUN,2
épée,NOUN,2
Damoclès,PROPN,2
infime,ADJ,2
beau,VERB,2
impréparation,NOUN,2
grossiste,ADJ,2
répartiteur,NOUN,2
queue,NOUN,2
invitation,NOUN,2
représentatif,ADJ,2
reproche,VERB,2
positivité,NOUN,2
soudain,ADJ,2
Fontanet,PROPN,2
estimer,PROPN,2
trompe,VERB,2
primo-injection,NOUN,2
mi-janvier,NOUN,2
paysage,NOUN,2
assumer,ADJ,2
ressaisir,VERB,2
œuvrer,VERB,2
énergétique,NOUN,2
raréfier,VERB,2
boul,ADJ,2
soutenable,ADJ,2
cacher,NOUN,2
réaliste,NOUN,2
conforme,NOUN,2
recevron,NOUN,2
reconnaisson,NOUN,2
bailleur,NOUN,2
recentrer,VERB,2
éteindre,VERB,2
alternance,NOUN,2
tripler,ADJ,2
Tracfin,PROPN,2
douane,NOUN,2
durcir,VERB,2
l’,NOUN,2
imaginon,NOUN,2
trésorerie,NOUN,2
signataire,ADJ,2
branch,ADJ,2
fusionner,VERB,2
chaudière,NOUN,2
optique,NOUN,2
1ᵉʳ,NOUN,2
liquéfier,VERB,2
terminal,NOUN,2
gazier,ADJ,2
flottant,ADJ,2
environnemental,VERB,2
Saint-Avold,PROPN,2
2021,NOUN,2
résonance,NOUN,2
altérer,VERB,2
résumé,NOUN,2
menstruel,ADJ,2
Pass',PROPN,2
Sport,PROPN,2
loi,ADJ,2
producteur,ADJ,2
déguiser,VERB,2
taxer,NOUN,2
opposant,NOUN,2
approprier,VERB,2
objectivement,ADJ,2
Trésor,PROPN,2
austérité,NOUN,2
émetteur,ADJ,2
oreille,NOUN,2
bonsoir,VERB,2
Cnews,PROPN,2
inconsidérer,VERB,2
crou,NOUN,2
Lemaire,PROPN,2
femme,ADJ,2
grande-bretagne,NOUN,2
franco-britannique,ADJ,2
anglo-saxon,NOUN,2
mesurer,ADJ,2
rigueur,NOUN,2
sonner,VERB,2
rappeler,NOUN,2
payant,ADJ,2
précipité,NOUN,2
découlent,NOUN,2
post,NOUN,2
Bac,PROPN,2
cordée,NOUN,2
autocensure,NOUN,2
dispenser,VERB,2
Doctolib,PROPN,2
tiroir,NOUN,2
restrictive,NOUN,2
freedom,NOUN,2
accroissement,NOUN,2
diffus,VERB,2
claire,NOUN,2
éclaire,VERB,2
cribler,VERB,2
naïveté,NOUN,2
visent,ADJ,2
dimanch,ADJ,2
son,VERB,2
pdg,NOUN,2
possible,NOUN,2
évoquai,ADJ,2
semblable,ADJ,2
amoindrir,VERB,2
pouss,ADJ,2
t,NOUN,2
retraire,VERB,2
marche,VERB,2
crête,NOUN,2
déploie,NOUN,2
intégré,ADJ,2
soleil,NOUN,2
quelques-uns,PROPN,2
coutume,VERB,2
exploitant,NOUN,2
structurant,ADJ,2
hébergement,PROPN,2
prometteuser,VERB,2
gilet,NOUN,2
jaune,ADJ,2
solo,ADJ,2
remédier,VERB,2
intermédiaire,NOUN,2
mention,NOUN,2
supplément,NOUN,2
galibert,NOUN,2
officialiser,VERB,2
3,NOUN,2
entremise,NOUN,2
embrasement,NOUN,2
diplômé,NOUN,2
Pétain,PROPN,2
immunitaire,ADJ,2
prolong,ADJ,2
malveillant,ADJ,2
erroner,VERB,2
existence,NOUN,2
Lozère,PROPN,2
déclin,NOUN,2
repli,NOUN,2
continuum,NOUN,2
leader,NOUN,2
hybride,ADJ,2
spatial,NOUN,2
refair,ADJ,2
conquérant,ADJ,2
pauvreter,VERB,2
octroyer,VERB,2
sec,ADJ,2
tadjikistan,NOUN,2
transfrontalier,ADJ,2
traçabilité,NOUN,2
autonome,NOUN,2
sanctuariser,VERB,2
fermé,NOUN,2
garde,VERB,2
enjamber,VERB,2
rediscuter,VERB,2
avant-projet,NOUN,2
utile,NOUN,2
impacter,ADJ,2
Allonnes,PROPN,2
martyr,VERB,2
réunir,ADJ,2
mensonge,NOUN,2
mépris,NOUN,2
leader,VERB,2
grand-chos,ADJ,2
factuel,NOUN,2
venu,ADJ,2
manifeste,ADJ,2
inspir,ADJ,2
lait,NOUN,2
saisonnier,NOUN,2
réfugier,NOUN,2
tache,NOUN,2
terrestre,PROPN,2
viable,ADJ,2
septembr,ADJ,2
biologique,ADJ,2
